date,symbol,open,high,low,close,volume
2024-10-04,USDC,0.9999,1.006,0.9737,1.0,38905.34
2024-10-05,USDC,1.0,1.005,0.994,1.0,10082.07
2024-10-06,USDC,1.0,1.002,0.984,1.0,13419.51
2024-10-07,USDC,1.0,1.036,0.9986,0.9999,41058.83
2024-10-08,USDC,0.9999,1.017,0.9953,1.0,33508.44
2024-10-09,USDC,1.0,1.032,0.9945,1.0,37528.38
2024-10-10,USDC,1.0,1.016,0.9766,1.0,42406.62
2024-10-11,USDC,1.0,1.014,0.9603,0.9999,36108.87
2024-10-12,USDC,0.9999,1.004,0.9885,1.0,15673.5
2024-10-13,USDC,1.0,1.007,0.987,1.0,16786.97
2024-10-14,USDC,1.0,1.006,0.9449,0.9999,50386.18
2024-10-15,USDC,0.9999,1.013,0.966,0.9999,51905.99
2024-10-16,USDC,0.9999,1.012,0.9872,1.0,42024.18
2024-10-17,USDC,1.0,1.008,0.9887,1.0,32063.69
2024-10-18,USDC,1.0,1.009,0.9815,0.9999,36865.64
2024-10-19,USDC,0.9999,1.004,0.9946,0.9999,7711.67
2024-10-20,USDC,0.9999,1.005,0.9865,1.0,11998.78
2024-10-21,USDC,1.0,1.032,0.9919,1.0,36535.97
2024-10-22,USDC,1.0,1.006,0.9873,0.9999,32482.62
2024-10-23,USDC,0.9999,1.012,0.9784,1.0,32489.37
2024-10-24,USDC,1.0,1.009,0.9749,1.0,31714.91
2024-10-25,USDC,1.0,1.033,0.9841,1.0,43828.78
2024-10-26,USDC,1.0,1.005,0.9899,0.9999,14158.26
2024-10-27,USDC,0.9999,1.004,0.9838,0.9999,12104.13
2024-10-28,USDC,0.9999,1.004,0.9658,0.9999,42088.77
2024-10-29,USDC,0.9999,1.012,0.9586,0.9999,58281.32
2024-10-30,USDC,0.9999,1.008,0.9872,1.0,38391.42
2024-10-31,USDC,1.0,1.035,0.9911,0.9999,39356.01
2024-11-01,USDC,0.9999,1.031,0.9898,1.0,49037.29
2024-11-02,USDC,1.0,1.008,0.995,1.0,10810.74
2024-11-03,USDC,1.0,1.009,0.9813,1.0,29674.51
2024-11-04,USDC,1.0,1.024,0.985,1.0,43140.33
2024-11-05,USDC,1.0,1.017,0.972,1.0,47214.04
2024-11-06,USDC,1.0,1.011,0.916,0.9999,116195.2
2024-11-07,USDC,0.9999,1.014,0.9809,1.0,58489.67
2024-11-08,USDC,1.0,1.009,0.9881,0.9999,48625.89
2024-11-09,USDC,1.0,1.01,0.9453,0.9999,674806.54
2024-11-10,USDC,1.0,1.014,0.9517,1.0,57715.58
2024-11-11,USDC,1.0,1.01,0.9045,0.9999,104400.47
2024-11-12,USDC,0.9999,1.022,0.967,1.0,117615.02
2024-11-13,USDC,1.0,1.033,0.9532,1.0,124776.88
2024-11-14,USDC,1.0,1.051,0.9926,1.0,81853.37
2024-11-15,USDC,1.0,1.009,0.9567,1.0,71048.39
2024-11-16,USDC,1.0,1.013,0.9942,1.0,27492.65
2024-11-17,USDC,1.0,1.018,0.9874,1.0,30973.81
2024-11-18,USDC,1.0,1.024,0.9672,0.9999,66004.29
2024-11-19,USDC,0.9999,1.018,0.9783,1.0,64908.51
2024-11-20,USDC,1.0,1.007,0.9708,1.0,70187.62
2024-11-21,USDC,1.0,1.006,0.9565,1.0,89241.44
2024-11-22,USDC,1.0,1.008,0.9818,1.0,74289.68
2024-11-23,USDC,1.0,1.013,0.9944,1.0,29015.99
2024-11-24,USDC,1.0,1.007,0.9772,1.0,30269.37
2024-11-25,USDC,1.0,1.064,0.9955,1.0,68268.52
2024-11-26,USDC,1.0,1.034,0.987,0.9998,77071.51
2024-11-27,USDC,0.9998,1.015,0.9562,1.0,47766.04
2024-11-28,USDC,1.0,1.011,0.9897,1.0,24216.14
2024-11-29,USDC,1.0,1.013,0.9784,1.0,39889.01
2024-11-30,USDC,1.0,1.009,0.9631,1.0,602172.21
2024-12-01,USDC,1.0,1.006,0.9844,1.0,17121.5
2024-12-02,USDC,1.0,1.025,0.985,1.0,52454.11
2024-12-03,USDC,1.0,1.004,0.9757,1.0,52783.42
2024-12-04,USDC,1.0,1.005,0.9587,1.0,59095.78
2024-12-05,USDC,1.0,1.072,0.9453,1.0,119883.35
2024-12-06,USDC,1.0,1.022,0.9652,1.0,56898.91
2024-12-07,USDC,1.0,1.006,0.9909,0.9999,17305.02
2024-12-08,USDC,0.9999,1.002,0.9757,1.0,17852.43
2024-12-09,USDC,1.0,1.041,0.9716,1.0,69989.36
2024-12-10,USDC,1.0,1.017,0.9754,1.0,68659.17
2024-12-11,USDC,1.0,1.008,0.9459,1.0,55045.67
2024-12-12,USDC,1.0,1.026,0.9928,1.0,47207.59
2024-12-13,USDC,1.0,1.005,0.9782,0.9999,34636.73
2024-12-14,USDC,0.9999,1.012,0.9922,1.0,16578.87
2024-12-15,USDC,1.0,1.007,0.9693,0.9999,24796.17
2024-12-16,USDC,0.9999,1.016,0.9737,1.0,60437.81
2024-12-17,USDC,1.0,1.021,0.9922,1.0,40878.79
2024-12-18,USDC,1.0,1.063,0.9979,0.9999,75085.81
2024-12-19,USDC,0.9999,1.055,0.9812,1.0,80967.29
2024-12-20,USDC,1.0,1.004,0.9425,1.0,84971.31
2024-12-21,USDC,1.0,1.024,0.9912,0.9999,29795.36
2024-12-22,USDC,0.9999,1.024,0.9905,1.0,29663.27
2024-12-23,USDC,1.0,1.017,0.9747,1.0,57637.96
2024-12-24,USDC,1.0,1.009,0.9477,1.0,40949.94
2024-12-25,USDC,1.0,1.001,0.9821,1.0,21802.74
2024-12-26,USDC,1.0,1.044,0.994,1.0,38441.59
2024-12-27,USDC,1.0,1.034,0.9905,1.0,47152.68
2024-12-28,USDC,1.0,1.004,0.9882,1.0,14160.82
2024-12-29,USDC,1.0,1.017,0.9924,1.0,17922.9
2024-12-30,USDC,1.0,1.025,0.9858,1.0,56857.0
2024-12-31,USDC,1.0,1.029,0.984,1.0,38897.18
